,annex_2_8_9,annex_1,national_code,type_of_waste,annex_3,amount,countries_of_transit ,country_of_destination,annex_4_a,annex_4_b,country,year
1760,Y47,,190112,Bottom ash and slag,,2063.24,,FR,D1,,Greece,2020
1761,Y47,,190112,Bottom ash and slag,,1343.79,,IT,,R5,Greece,2020
1762,Y47,,190112,Bottom ash and slag,,28805.94,,LU,,R5,Greece,2020
1763,Y47,,190112,Bottom ash and slag,,24036.23,,NL,,R12,Greece,2020
1764,Y47,,190112,Bottom ash and slag,,16526.03,NL,BE,,R5,Greece,2020
1765,Y47,,190114,Fly ash,,2978.1,,FR,,R12,Greece,2020
1766,Y47,,190114,Fly ash,,9763.38,,FR,,R5,Greece,2020
1767,Y47,,190114,Fly ash,,7628.72,,NL,,R11,Greece,2020
1768,Y47,,190114,Fly ash,,20305.83,,NL,,R5,Greece,2020
1769,Y47,,191203,Non-ferrous metals removed from bottom ash,,1684.79,,at,,R4,Greece,2020
1770,Y47,,191203,Non-ferrous metals removed from bottom ash,,233.9,,CH,,R4,Greece,2020
1771,Y47,,191203,Non-ferrous metals removed from bottom ash,,64.48,,NL,,R4,Greece,2020
1772,Y47,,191212,,,362.56,,NL,,R12,Greece,2020
1773,Y47,,191212,Non-ferrous metals removed from bottom ash,,550.22,,AT,,R4,Greece,2020
1774,Y47,,191212,Non-ferrous metals removed from bottom ash,,22.65,,CH,,R12,Greece,2020
1775,Y47,,191212,Non-ferrous metals removed from bottom ash,,1115.28,,NL,,R4,Greece,2020
